"s","d","studage","lectage","service","dept","y"
"1046","1893","8","6","1","9",3
"2454","1919","2","1","1","3",5
"1451","925","2","2","0","15",4
"141","350","6","6","1","8",3
"548","593","4","1","0","12",2
"1863","389","6","5","0","6",2
"1155","827","4","4","1","12",5
"530","856","4","6","1","9",3
"648","1845","6","4","0","11",4
"1578","119","6","1","0","3",4
"1739","349","8","3","1","15",5
"2410","1279","6","4","1","2",3
"1337","1059","2","2","1","6",5
"1074","1115","4","4","1","11",3
"1235","1059","6","6","0","6",5
"42","2121","6","6","1","2",3
"2766","505","6","2","0","9",4
"1412","675","6","5","0","12",5
"2611","474","6","1","1","1",1
"1955","92","2","2","1","6",1
"1724","1797","8","3","0","14",1
"132","722","6","6","0","3",4
"2830","621","4","1","1","2",1
"1137","1594","2","1","1","4",3
"40","603","8","6","1","8",1
"1117","1984","4","1","0","10",1
"1407","467","6","2","0","12",2
"2631","1314","6","3","0","12",4
"1747","602","2","1","0","12",2
"223","1115","4","3","1","11",2
"2506","1279","6","4","1","2",1
"134","327","8","4","1","2",3
"1841","551","4","2","0","6",2
"1520","2079","4","3","1","11",5
"2389","1091","6","1","1","14",5
"1159","1059","4","4","0","6",4
"2163","977","4","3","1","6",2
"888","1314","8","5","0","12",3
"337","1287","8","3","0","12",3
"590","1180","8","1","0","15",2
"1451","1180","2","2","0","15",2
"2330","99","6","1","0","1",2
"2013","827","2","1","1","12",5
"2080","19","8","3","1","15",3
"2196","787","6","4","0","12",1
"2355","1315","8","1","0","15",2
"1572","805","6","6","0","9",3
"2002","1701","8","5","1","2",4
"721","1510","2","1","0","6",3
"2935","714","6","6","1","7",3
"1624","441","8","1","0","10",1
"2421","260","6","3","0","12",4
"2331","622","6","6","0","11",2
"776","470","6","2","0","12",4
"294","1354","8","5","0","9",3
"2211","456","2","1","0","1",3
"2528","1879","6","3","0","6",4
"339","2052","4","1","0","14",4
"678","1877","4","3","1","7",3
"828","1576","8","3","0","15",5
"1418","139","4","2","1","12",2
"438","2100","6","1","1","9",4
"542","1919","2","1","1","3",5
"1987","1711","6","4","1","3",3
"1288","790","2","1","1","11",1
"1555","1893","6","3","0","9",5
"34","1087","4","5","1","1",5
"791","798","4","2","1","4",5
"1248","66","2","1","1","11",5
"670","835","2","1","1","8",5
"979","1537","2","1","0","12",4
"1096","1919","6","1","0","3",4
"2576","25","8","6","0","5",3
"2407","1998","4","2","0","4",3
"2626","1666","2","2","0","14",1
"1148","1207","8","6","0","9",4
"765","1275","8","2","0","11",5
"584","627","4","1","1","8",4
"1537","704","6","4","1","11",5
"880","932","2","2","0","12",4
"1933","1884","4","3","1","11",3
"899","603","4","4","1","8",4
"223","42","4","2","1","11",1
"166","1419","6","5","0","4",3
"366","728","6","3","0","3",5
"1282","1819","2","2","0","1",4
"2108","721","6","1","1","8",1
"1630","1154","6","3","0","4",2
"1413","1755","6","1","0","11",2
"944","314","6","6","1","11",1
"1396","1782","4","4","1","4",2
"366","575","6","1","0","3",5
"2580","772","6","4","1","7",2
"1827","1203","6","1","0","3",2
"2395","790","4","1","1","11",4
"325","959","8","3","1","3",5
"1258","597","4","2","0","10",2
"1526","503","8","1","0","15",2
"235","1880","8","5","1","6",3
"1639","2034","2","1","0","6",2
"477","295","6","3","0","12",3
"2935","554","6","3","1","6",2
"2890","1749","6","2","0","10",2
"493","728","6","3","0","3",1
"489","841","8","4","1","1",2
"540","638","2","2","0","3",4
"1817","899","8","6","0","5",1
"485","945","4","4","1","4",4
"2149","494","2","1","1","9",5
"839","507","6","6","1","11",2
"1458","1364","8","5","1","8",3
"1649","57","2","5","1","11",1
"1572","1275","6","6","1","11",4
"2188","901","4","1","0","5",5
"1585","842","2","1","0","5",1
"2416","687","4","2","1","12",2
"2631","1816","6","3","0","12",1
"2065","358","8","5","0","9",2
"131","1884","8","6","1","11",5
"2797","1084","2","2","1","9",1
"1129","893","4","6","1","4",4
"1751","1948","4","2","1","15",5
"809","787","6","1","0","12",1
"2293","273","8","6","0","10",3
"844","864","6","3","0","12",2
"2169","470","8","4","0","12",1
"2410","258","6","1","1","8",1
"1636","2103","8","6","1","11",3
"1664","1161","4","1","0","11",5
"35","1910","6","6","1","2",4
"419","575","2","4","0","3",5
"1576","554","2","1","1","6",4
"855","82","2","2","1","9",2
"2093","1879","6","3","0","6",4
"1325","1673","6","1","1","1",3
"408","1219","8","6","1","6",2
"1694","587","6","2","0","9",1
"2868","371","8","6","0","4",3
"172","217","6","5","0","4",1
"1730","838","6","6","0","12",4
"2113","1244","4","3","1","3",5
"370","688","6","2","1","10",2
"184","2015","4","6","0","12",4
"1393","1056","6","4","1","8",5
"2631","1718","6","1","1","8",4
"1184","2086","4","4","0","12",5
"1437","1361","8","3","1","2",3
"510","593","4","2","1","12",2
"1285","2116","4","1","0","9",3
"2517","2079","8","6","1","11",1
"1138","61","6","4","0","14",5
"2697","1784","4","3","1","9",5
"1703","603","4","4","1","8",3
"2648","252","2","1","0","6",5
"1463","583","2","2","1","11",5
"1261","790","2","1","1","11",1
"846","1893","8","6","1","9",4
"2815","692","6","5","0","12",2
"1864","446","2","1","1","6",3
"2276","230","8","6","1","4",3
"2699","1382","8","2","1","3",2
"2781","772","8","5","0","7",5
"2098","66","8","5","1","11",3
"430","1919","2","1","1","3",5
"2788","1279","8","1","0","2",3
"519","944","6","5","1","11",5
"726","317","6","2","0","10",3
"72","260","8","5","0","12",5
"731","1049","4","2","1","2",5
"2159","1954","8","4","0","4",2
"33","1178","8","3","1","6",4
"2670","1275","4","4","1","11",5
"370","772","6","4","1","7",2
"2031","1056","6","4","1","8",3
"2940","893","2","2","0","4",4
"1595","696","2","2","1","9",2
"2260","971","8","1","0","15",1
"2323","918","2","1","0","3",2
"992","1763","8","5","0","9",1
"1801","2036","6","4","1","8",3
"1775","987","6","3","0","12",1
"372","204","6","4","1","12",1
"511","587","4","1","0","9",1
"1211","1203","4","3","1","3",4
"555","1002","4","3","1","2",3
"55","1975","6","3","1","4",5
"290","1207","6","6","0","9",5
"449","538","2","2","1","11",2
"1444","1207","2","1","0","9",3
"1615","1784","6","1","0","9",3
"2027","1780","8","6","1","11",4
"863","626","8","6","1","14",2
"473","538","2","2","1","11",2
"89","2013","6","6","0","11",2
"981","297","2","2","1","9",4
"2796","1155","2","1","1","11",1
"1966","555","8","4","1","14",1
"441","260","2","2","1","12",5
"687","1361","4","2","0","2",4
"2949","1004","6","2","0","10",3
"2531","2157","8","4","0","10",2
"1848","964","8","4","1","8",1
"2329","1115","8","6","1","11",3
"427","1301","2","2","0","12",4
"2876","1616","4","1","0","7",3
"1440","860","4","2","0","7",4
"347","1354","8","5","0","9",1
"1834","1284","2","2","0","4",1
"105","1956","4","3","0","14",3
"2575","171","8","6","0","14",4
"535","1749","8","6","0","10",2
"1893","1279","6","4","1","2",1
"1145","817","6","2","1","4",3
"2302","45","4","6","0","5",5
"1480","1281","4","2","1","6",4
"1899","367","4","2","0","6",1
"2967","1247","6","1","0","1",2
"3","2058","2","1","0","10",3
"1332","1914","6","1","0","5",4
"2874","918","2","1","0","3",1
"185","1157","4","2","0","5",2
"2217","1383","8","6","0","14",5
"493","275","6","1","0","3",3
"2887","1279","6","4","1","2",2
"1908","1591","8","3","0","4",2
"2146","597","6","4","0","10",3
"1706","110","4","1","1","3",4
"2396","602","2","1","0","12",5
"1178","1673","6","1","1","1",4
"2716","1161","8","6","1","11",4
"2798","1301","8","6","0","12",3
"1742","1612","4","3","1","6",4
"108","66","8","5","0","11",5
"1071","1594","2","1","1","4",3
"2159","603","8","6","1","8",3
"1398","1126","8","4","1","8",3
"2547","554","4","3","1","6",3
"2188","599","4","3","0","5",5
"2791","156","4","2","0","7",4
"154","1028","6","5","0","4",4
"1635","1718","4","3","0","8",5
"1443","944","2","1","1","11",2
"194","281","6","4","1","6",3
"533","42","8","4","0","11",3
"983","1808","8","3","1","4",1
"335","1722","4","5","1","11",3
"905","139","6","4","0","12",4
"65","1784","6","6","0","9",1
"172","827","6","6","1","12",4
"997","1889","8","3","0","12",3
"71","1594","6","4","0","4",3
"183","1404","6","6","0","15",4
"2560","132","8","1","0","4",4
"889","1952","8","4","1","8",5
"1680","1780","2","2","1","11",3
"588","1471","6","3","1","6",2
"955","1500","2","1","1","12",2
"399","347","8","6","1","6",1
"387","1893","2","2","0","9",4
"2339","1780","2","2","1","11",1
"428","1717","8","4","0","15",3
"1538","283","8","3","0","14",4
"2887","150","6","5","1","8",4
"374","363","4","4","1","6",2
"959","1106","8","3","0","4",4
"2728","1203","2","1","0","3",3
"1657","603","2","2","1","8",2
"975","862","4","4","0","10",2
"31","2075","8","3","0","12",3
"296","1900","4","2","1","8",5
"1291","2113","4","3","0","5",2
"2035","1582","8","2","1","2",1
"1480","204","4","1","0","12",2
"2647","538","2","2","1","11",3
"1225","1711","8","1","0","3",4
"1981","223","6","1","0","12",2
"1405","508","2","6","1","11",2
"844","528","6","1","1","6",3
"1085","2013","2","2","0","11",1
"2732","696","6","4","1","9",1
"2776","1923","6","2","0","12",4
"863","881","8","6","0","9",4
"2147","307","2","2","1","2",4
"304","714","2","2","1","7",1
"2762","1840","6","4","0","11",3
"286","1784","4","3","1","9",1
"837","554","2","1","1","6",2
"2783","679","4","1","0","7",4
"2507","1685","8","3","1","4",4
"2306","1049","2","1","1","2",2
"1223","2037","4","3","0","8",5
"2912","1173","4","1","0","6",1
"1533","1140","4","3","0","12",2
"172","945","6","6","0","4",1
"1312","1084","2","2","1","9",3
"2875","1755","4","1","1","11",4
"1134","1808","6","3","0","4",3
"2314","375","6","6","1","1",4
"2862","401","2","1","0","4",4
"78","489","6","3","0","15",4
"1773","1749","8","6","0","10",1
"1442","827","2","5","1","12",2
"2415","401","4","3","1","4",4
"793","2008","2","2","1","7",1
"2343","2053","4","2","0","6",3
"1850","132","6","3","0","4",3
"106","1390","6","5","0","9",5
"1401","1840","6","3","1","11",5
"1416","1056","4","2","1","8",3
"1339","1566","2","1","1","9",4
"2625","1203","2","1","1","3",5
"2547","296","4","2","1","11",4
"1641","2013","6","3","0","11",1
"2099","214","2","2","0","4",1
"1132","1354","6","3","0","9",4
"2901","1904","8","3","1","1",4
"33","205","8","4","0","12",1
"47","1579","6","5","0","7",3
"194","750","6","5","0","2",3
"1322","2097","8","4","0","2",4
"1914","1390","6","1","0","9",4
"1378","1172","4","3","0","10",3
"1405","2139","2","1","0","3",2
"59","128","8","5","0","4",4
"1579","842","8","6","0","5",5
"125","1863","6","3","0","11",1
"1624","258","8","2","1","8",3
"1535","296","6","4","1","11",5
"1171","260","4","1","0","12",5
"1219","858","8","1","0","7",3
"974","297","6","5","1","9",1
"2702","1726","8","2","0","6",1
"2897","802","6","6","0","9",5
"1134","260","6","5","1","12",4
"1788","96","6","1","0","11",4
"12","499","2","1","0","10",3
"2886","621","6","6","1","2",1
"2520","228","8","4","0","9",3
"555","1049","4","2","1","2",2
"1535","41","6","1","0","15",2
"2218","2008","2","2","1","7",4
"414","2147","6","2","1","14",1
"2069","973","2","2","0","4",1
"457","734","6","6","1","11",5
"2714","540","2","2","0","4",3
"1886","1301","2","2","0","12",2
"2076","1513","6","1","1","12",4
"467","1022","4","2","0","1",5
"1486","1246","6","1","1","12",5
"1832","1736","2","2","1","12",3
"2657","972","6","4","0","4",2
"237","664","4","4","1","11",5
"1047","1390","8","3","0","9",2
"2107","304","2","1","0","6",1
"545","945","4","2","1","4",5
"188","1155","8","5","0","11",1
"2274","1790","6","1","0","10",1
"1858","100","8","2","1","5",1
"82","1292","6","6","1","14",4
"395","829","2","1","0","1",4
"2362","1840","6","3","1","11",2
"1361","1784","8","1","0","9",5
"1096","1203","6","1","0","3",4
"46","687","8","2","0","12",3
"263","65","2","1","1","2",5
"2935","1244","6","6","1","3",4
"1979","1587","8","3","0","1",3
"1460","602","4","3","0","12",3
"2182","642","8","1","0","10",3
"1020","664","2","2","1","11",4
"2155","2079","2","1","1","11",3
"1377","675","2","1","0","12",2
"2811","45","4","5","0","5",4
"697","936","6","3","1","6",3
"460","1207","2","1","0","9",4
"1354","69","8","6","1","2",3
"2938","453","4","1","0","5",2
"695","737","6","2","0","4",5
"35","1594","6","6","0","4",5
"128","67","8","3","1","4",3
"2455","1816","4","1","0","12",5
"1185","1629","8","5","1","6",4
"757","642","6","1","0","10",3
"566","1925","2","1","1","6",3
"1046","1185","8","5","1","4",2
"770","603","8","6","1","8",2
"1942","1603","2","2","0","15",1
"1867","899","2","1","0","5",4
"1211","63","4","4","0","10",5
"1816","1898","2","2","0","15",4
"113","2002","6","4","1","8",3
"1000","1919","2","1","1","3",5
"1386","1842","2","2","0","3",3
"310","2112","2","1","0","6",2
"447","1244","8","6","1","3",1
"1236","275","2","1","0","3",5
"1810","893","2","2","0","4",4
"2794","2032","8","3","1","10",5
"822","1049","2","1","1","2",4
"2649","2079","2","1","1","11",5
"2757","1244","4","3","0","3",5
"618","1887","4","2","1","6",3
"1532","1827","4","1","1","6",2
"418","704","6","4","1","11",4
"2350","696","6","6","1","9",1
"776","1964","6","1","0","12",3
"434","453","4","1","0","5",4
"1848","1607","8","4","0","4",5
"1884","1877","6","3","1","7",4
"1748","1196","8","6","0","14",4
"881","1718","8","1","1","8",5
"2585","230","8","6","0","4",5
"2940","297","2","2","1","9",1
"1081","603","4","2","1","8",2
"518","862","4","4","0","10",2
"406","178","8","3","0","14",3
"346","1998","4","2","0","4",1
"1579","115","8","3","0","5",3
"1216","1594","8","4","0","4",3
"2290","563","6","5","1","15",4
"1047","1899","8","3","1","14",5
"74","132","8","6","1","4",4
"212","1594","8","6","1","4",4
"631","944","4","5","1","11",5
"791","1504","4","1","1","11",5
"1833","2100","8","3","0","9",5
"1614","275","4","1","0","3",5
"330","842","8","6","0","5",3
"1934","1596","8","3","0","10",4
"796","1717","6","2","0","15",4
"1295","598","8","3","0","10",3
"2825","1240","8","1","0","11",2
"2088","71","8","5","0","4",2
"176","972","6","2","0","4",5
"129","2121","6","6","1","2",4
"1179","70","6","3","0","11",3
"512","1881","6","1","0","3",3
"372","554","6","5","1","6",2
"1581","932","4","3","0","12",3
"2931","2157","8","4","0","10",4
"1912","171","8","4","0","14",3
"575","338","2","2","1","4",3
"897","442","6","1","0","1",3
"2542","661","8","2","0","3",5
"2485","1722","6","5","0","11",3
"1366","1530","8","1","0","9",1
"2900","737","6","6","0","4",4
"1672","1471","6","3","1","6",1
"2432","1301","6","6","0","12",2
"1430","42","2","3","1","11",2
"986","1018","2","2","0","3",5
"1705","930","8","3","0","4",4
"1100","722","6","1","0","3",4
"1730","2009","6","1","1","15",3
"2883","296","8","6","1","11",3
"545","401","4","4","1","4",5
"174","1436","8","3","1","4",4
"2711","2085","6","1","0","3",4
"622","1059","2","2","0","6",5
"1193","1366","8","3","0","6",5
"1764","714","6","6","1","7",4
"444","2085","2","2","0","3",4
"2717","583","4","2","1","11",1
"1597","1312","8","1","0","9",1
"2844","844","2","3","0","12",4
"1262","1185","8","5","1","4",1
"2345","1513","8","4","1","12",3
"81","1487","8","5","0","7",4
"1887","298","8","2","0","9",4
"393","499","6","1","0","10",5
"2357","2116","6","1","0","9",5
"2736","756","4","1","0","5",1
"2503","1208","6","4","0","10",4
"1830","1023","6","1","0","5",4
"1555","1275","6","5","1","11",1
"2421","1038","6","3","0","12",2
"204","2083","8","6","1","6",3
"2374","1760","2","1","1","6",3
"166","682","6","5","0","4",2
"2957","823","6","1","1","15",3
"2604","1412","8","4","1","12",2
"1778","1314","6","3","1","12",2
"1672","470","6","2","0","12",3
"1504","687","6","2","1","12",3
"2039","540","6","6","0","4",5
"427","363","2","2","1","6",5
"2233","504","6","2","0","4",4
"1689","626","4","2","1","14",1
"2300","1537","8","6","1","12",5
"2095","971","6","2","0","15",5
"1238","317","6","2","0","10",2
"2355","1898","8","4","0","15",2
"2060","1816","6","3","1","12",2
"1970","1817","8","6","1","11",1
"2345","965","8","2","0","4",5
"1516","1736","4","1","0","12",2
"236","1919","2","1","0","3",4
"1420","1018","2","2","0","3",5
"2845","524","8","1","0","4",3
"605","1090","4","3","0","5",1
"2445","1161","4","3","1","11",4
"770","1736","8","6","1","12",5
"2681","918","4","2","0","3",1
"491","844","8","3","0","12",5
"2489","1568","8","4","0","11",3
"1812","1129","6","3","0","15",5
"962","1217","6","1","0","6",4
"1556","603","8","6","1","8",3
"62","1376","6","4","0","12",3
"1352","446","2","1","1","6",3
"2513","2002","4","4","1","8",5
"1361","1817","8","6","1","11",2
"2816","1513","2","1","1","12",5
"633","1176","6","2","0","3",1
"369","624","2","1","0","9",3
"916","84","8","4","0","10",1
"1272","646","6","3","1","12",2
"1744","687","6","4","1","12",3
"2429","1587","4","1","0","1",3
"2041","1594","8","4","1","4",4
"499","1412","4","2","1","12",1
"1436","2068","8","2","0","15",1
"2593","1504","6","6","0","11",1
"687","183","4","1","1","8",4
"638","963","8","2","0","7",2
"176","539","6","6","1","7",1
"1544","696","6","6","1","9",1
"1964","2100","6","2","0","9",2
"295","527","4","1","0","15",5
"1995","945","2","2","1","4",4
"2016","782","2","5","0","6",4
"2101","2076","2","1","1","1",4
"160","1607","6","2","1","4",5
"431","67","6","4","1","4",3
"1505","324","4","3","0","5",4
"1884","1025","6","2","1","4",2
"1908","554","8","6","1","6",4
"2582","1850","2","2","0","7",3
"2870","944","8","6","1","11",3
"458","827","2","2","1","12",5
"1974","1396","8","1","1","1",4
"1874","1671","6","2","0","8",5
"1720","918","8","1","0","3",5
"789","714","2","2","1","7",2
"343","1837","4","3","1","6",1
"1462","281","4","4","0","6",2
"2248","1119","2","2","0","9",4
"64","1302","8","2","0","9",2
"2057","25","4","1","0","5",4
"2579","1763","6","2","0","9",2
"1870","61","4","2","0","14",3
"2906","714","4","4","1","7",2
"402","1284","6","6","1","4",4
"1516","139","4","2","0","12",4
"2165","554","2","1","1","6",3
"2550","626","8","6","1","14",1
"337","687","8","6","0","12",4
"1635","1193","4","3","0","8",2
"1194","1119","2","2","0","9",5
"1575","1722","2","3","1","11",2
"882","1645","8","4","0","14",3
"130","1676","8","6","1","6",2
"1135","1425","4","3","1","11",2
"633","508","6","6","1","11",4
"1108","1284","2","2","1","4",1
"668","715","8","4","0","10",5
"906","1332","4","2","0","12",4
"924","140","8","1","0","10",5
"2904","2074","6","2","0","6",3
"957","260","2","2","1","12",5
"1556","1284","8","6","0","4",2
"1155","126","4","3","0","7",4
"2633","1780","4","3","1","11",2
"262","1314","4","1","0","12",5
"2864","1024","8","2","0","4",5
"2923","1004","6","2","0","10",3
"2872","1253","8","5","0","4",4
"1458","900","8","5","1","7",3
"378","307","4","4","1","2",5
"2205","494","2","1","1","9",4
"1540","1041","4","1","1","5",5
"1923","679","4","1","0","7",4
"2302","763","4","3","0","5",3
"2970","1880","8","5","1","6",2
"2847","295","6","3","0","12",3
"2141","1018","2","2","0","3",3
"2547","1266","4","2","0","15",5
"2104","1244","6","5","0","3",4
"1727","1816","2","2","0","12",2
"2506","860","6","4","0","7",2
"1193","1686","8","4","1","8",5
"1723","959","8","3","0","3",4
"195","1537","6","3","1","12",4
"70","1383","6","6","0","14",1
"344","1587","2","1","1","1",1
"1157","583","2","2","1","11",1
"293","2129","8","1","0","14",3
"113","1757","6","4","0","1",4
"193","1412","8","3","0","12",5
"1484","1203","2","2","1","3",4
"2355","503","8","4","0","15",1
"602","150","6","3","1","8",2
"1556","1537","8","6","1","12",5
"131","475","8","6","1","11",5
"1037","603","4","4","1","8",2
"1745","1315","4","1","0","15",3
"761","1845","8","3","1","11",3
"793","1919","2","1","1","3",4
"1083","2123","8","3","0","14",4
"450","1500","6","5","1","12",1
"1734","670","2","1","0","5",5
"1495","1120","8","3","0","14",3
"235","230","8","6","0","4",4
"372","1755","6","3","1","11",4
"921","814","6","3","0","8",2
"148","1014","6","6","1","12",4
"372","737","6","2","0","4",3
"2220","329","4","3","0","10",5
"397","802","2","4","0","9",5
"1503","2032","8","3","1","10",4
"396","1219","2","1","0","6",3
"131","53","8","4","0","9",1
"1847","980","6","2","0","6",3
"523","827","2","5","1","12",2
"892","829","8","1","1","1",2
"1120","1084","2","2","1","9",4
"933","1722","2","1","1","11",5
"1736","1686","6","4","1","8",5
"2938","670","4","2","0","5",2
"2021","17","4","3","0","2",1
"1893","798","6","2","0","4",1
"1271","1582","6","1","1","2",4
"404","670","8","4","0","5",3
"2716","626","8","6","1","14",3
"1581","945","4","4","1","4",4
"1719","96","2","1","0","11",3
"1564","1315","8","4","0","15",3
"2649","1780","2","2","1","11",1
"2163","296","4","2","1","11",3
"2957","675","6","5","0","12",3
"461","1949","4","4","1","8",1
"2817","1893","8","6","0","9",3
"235","1164","8","3","1","12",1
"1962","446","4","3","0","6",2
"2763","1897","4","3","1","6",3
"1481","1396","4","2","1","1",5
"1404","419","2","1","0","8",4
"147","2100","8","5","0","9",2
"2146","1529","6","4","0","10",2
"1448","1528","6","1","0","6",3
"2036","1666","2","2","0","14",4
"2465","150","6","2","1","8",5
"204","1047","8","3","0","12",2
"2576","484","8","1","0","5",3
"490","494","4","3","1","9",2
"2708","1271","4","4","1","14",5
"433","1676","2","1","0","6",3
"992","1784","8","1","0","9",4
"1934","499","8","3","0","10",4
"2905","900","8","6","1","7",3
"905","2053","6","4","1","6",3
"141","1438","6","3","1","4",3
"1962","945","4","4","1","4",3
"2768","1041","2","1","0","5",2
"2276","150","8","5","1","8",3
"1898","1492","2","2","1","11",3
"1766","1246","8","1","1","12",2
"2784","1097","4","1","1","6",3
"1532","204","4","1","0","12",4
"277","823","6","1","0","15",3
"1229","82","6","4","0","9",4
"2607","1284","6","6","0","4",2
"2847","1966","6","1","0","12",5
"352","1763","6","2","0","9",2
"1922","827","2","2","1","12",4
"2697","1672","4","1","0","14",3
"2350","1219","6","4","1","6",1
"2232","2026","6","2","1","8",4
"1850","973","6","5","0","4",3
"569","347","2","2","0","6",3
"564","446","6","1","0","6",4
"2685","61","6","4","0","14",2
"2757","538","4","1","1","11",1
"125","65","6","4","1","2",5
"843","494","2","1","1","9",2
"2208","1492","2","2","1","11",5
"611","1877","2","1","1","7",1
"2246","1178","8","3","0","6",5
"2820","1530","6","2","0","9",5
"1314","428","4","4","0","5",5
"1039","280","6","2","0","7",3
"618","1314","4","1","0","12",5
"545","252","4","3","1","6",5
"1990","45","4","3","0","5",5
"1122","1172","2","1","0","10",1
"2952","1492","2","1","1","11",5
"1893","19","6","2","1","15",1
"2293","2079","8","6","1","11",4
"1130","1461","4","3","0","5",2
"2103","1056","8","5","1","8",4
"1209","1964","4","2","0","12",4
"1250","1123","6","2","1","8",5
"2830","111","4","1","1","8",3
"2702","1965","8","2","0","6",1
"478","1317","6","5","0","5",1
"2869","1845","8","6","1","11",3
"645","1877","2","1","0","7",3
"1162","1321","2","6","1","5",4
"1774","281","6","6","1","6",2
"2067","897","8","6","0","15",2
"2407","260","4","3","1","12",3
"1200","1018","4","4","0","3",4
"858","1887","6","4","0","6",3
"2192","513","8","2","0","6",3
"2728","2085","2","4","0","3",4
"1262","95","8","4","0","10",1
"1230","642","6","1","0","10",4
"1433","397","8","4","0","6",5
"776","1959","6","3","1","6",1
"627","1049","2","1","1","2",2
"2953","1097","6","3","1","6",4
"907","1369","2","2","0","6",5
"1291","45","4","3","0","5",3
"86","897","6","5","1","15",3
"2134","1736","2","6","1","12",3
"1338","67","4","2","1","4",3
"2910","82","6","6","1","9",4
"2805","182","8","6","1","14",3
"2713","1914","6","2","0","5",3
"2076","79","6","5","0","4",5
"940","1575","4","1","0","12",5
"2833","1207","8","6","0","9",3
"1451","2034","2","1","1","6",1
"1417","42","2","3","1","11",3
"740","182","8","5","1","14",3
"2962","1145","6","1","0","6",5
"1558","126","8","2","0","7",3
"2341","65","2","1","0","2",1
"2264","1537","4","4","0","12",3
"1613","2084","8","1","0","10",2
"1448","827","6","5","1","12",5
"1380","1816","4","1","1","12",2
"1611","1345","8","6","0","4",4
"2390","1938","8","6","1","8",5
"2389","1080","6","1","0","3",4
"2134","1784","2","1","1","9",2
"2884","1666","2","2","0","14",4
"1702","65","8","6","0","2",2
"509","1711","6","1","0","3",5
"2532","1504","2","3","1","11",3
"867","622","4","2","1","11",3
"2253","1036","2","2","1","7",2
"175","805","8","6","1","9",3
"278","273","2","1","0","10",1
"2949","150","6","3","1","8",3
"2079","1000","8","5","0","1",3
"455","1500","2","1","1","12",2
"2140","466","4","3","0","10",3
"478","763","6","1","0","5",3
"2635","1094","2","1","0","1",4
"2848","1155","2","1","1","11",3
"2742","1354","6","5","0","9",5
"189","989","8","5","1","14",4
"782","958","2","2","0","1",3
"1769","150","6","4","1","8",3
"1606","2053","6","4","1","6",1
"1736","838","6","6","0","12",1
"1741","944","4","1","1","11",2
"614","827","2","2","0","12",5
"1215","971","4","1","0","15",3
"1205","2116","6","1","0","9",3
"2508","676","8","4","0","4",5
"2249","329","4","3","0","10",2
"2954","828","6","2","0","4",5
"1693","638","2","5","0","3",3
"1060","1705","4","3","1","11",3
"445","1158","4","3","1","9",4
"303","66","2","1","1","11",5
"708","1701","4","2","1","2",5
"1365","474","8","3","1","1",4
"974","1780","6","5","1","11",1
"517","252","2","1","1","6",5
"1519","594","4","2","1","8",5
"2854","977","4","3","1","6",1
"2193","275","4","1","0","3",3
"2653","663","8","4","1","4",3
"975","273","4","3","0","10",3
"1259","474","4","2","1","1",3
"2933","260","2","1","1","12",3
"1566","1797","4","4","0","14",5
"1542","2087","2","1","0","3",4
"2072","2083","6","4","1","6",1
"1151","1019","4","1","1","8",3
"2548","1041","2","1","0","5",3
"543","2160","2","3","1","2",1
"2784","687","4","2","0","12",5
"1910","1173","4","1","0","6",2
"2421","468","6","2","0","12",3
"2882","1059","2","2","1","6",3
"2633","260","4","1","0","12",5
"656","135","8","6","0","14",2
"64","2100","8","5","0","9",2
"552","704","6","4","1","11",5
"1042","554","4","2","1","6",1
"2327","817","8","5","0","4",5
"336","626","6","2","1","14",4
"1449","862","4","6","0","10",3
"602","664","6","1","0","11",2
"2911","1817","2","2","1","11",1
"302","19","2","2","1","15",4
"119","2147","6","5","0","14",4
"1448","369","6","1","0","6",4
"2010","45","2","1","0","5",3
"500","1662","8","4","0","6",5
"2795","1356","6","3","0","14",3
"1042","19","4","4","1","15",2
"1563","307","2","2","1","2",5
"2484","2147","8","2","0","14",5
"419","1781","2","5","0","3",3
"215","611","8","6","0","7",5
"1705","1379","8","4","0","4",3
"314","664","4","4","1","11",1
"1285","1530","4","2","0","9",4
"1888","679","8","6","0","7",2
"2538","1718","4","1","1","8",4
"1498","432","2","1","0","3",3
"1346","1492","2","1","1","11",5
"519","250","6","2","0","1",3
"1446","704","6","4","1","11",3
"2439","1963","4","1","0","6",1
"1446","1127","6","3","0","14",2
"875","82","4","6","1","9",5
"2167","1238","6","3","1","2",4
"1315","1492","2","2","1","11",3
"2383","420","6","1","0","9",5
"1039","1649","6","2","0","7",4
"1858","93","8","1","0","10",3
"534","1203","2","2","1","3",5
"2188","561","4","3","1","1",4
"2586","1877","2","1","1","7",3
"87","119","8","4","0","3",4
"1002","92","4","4","0","6",2
"2058","1049","2","1","1","2",1
"1425","1155","8","3","1","11",3
"185","453","4","3","0","5",5
"2041","95","8","4","0","10",1
"2929","602","2","1","0","12",5
"586","1186","4","2","0","4",3
"2719","2112","6","3","0","6",1
"776","1923","6","2","0","12",1
"2328","1056","4","2","1","8",2
"1425","65","8","5","0","2",4
"517","1705","2","1","1","11",4
"2657","150","6","5","1","8",3
"599","1019","4","1","1","8",5
"2899","944","6","5","1","11",5
"1769","157","6","2","0","11",4
"574","944","2","1","1","11",4
"1441","432","2","1","0","3",5
"1361","1884","8","6","1","11",1
"516","899","4","5","0","5",5
"1532","936","4","1","1","6",3
"2496","756","4","1","0","5",4
"2398","659","2","2","0","12",3
